cell #, vertex #, lat, lon
158, 02, 33.399593, -117.643346
158, 03, 33.363392, -117.643346
158, 04, 33.363392, -117.610106
158, 05, 33.399593, -117.610106
159, 01, 33.435778, -117.610106
159, 02, 33.435778, -117.643346
159, 03, 33.399593, -117.643346
159, 04, 33.399593, -117.610106
159, 05, 33.435778, -117.610106
160, 01, 33.435778, -117.643346
160, 02, 33.435778, -117.676586
160, 03, 33.399593, -117.676586
160, 04, 33.399593, -117.643346
160, 05, 33.435778, -117.643346
161, 01, 33.435778, -117.676586
161, 02, 33.435778, -117.709825
161, 03, 33.399593, -117.709825
161, 04, 33.399593, -117.676586
161, 05, 33.435778, -117.676586
162, 01, 33.471947, -117.676586
162, 02, 33.471947, -117.709825
162, 03, 33.435778, -117.709825
162, 04, 33.435778, -117.676586
162, 05, 33.471947, -117.676586
163, 01, 33.471947, -117.709825
163, 02, 33.471947, -117.743065
163, 03, 33.435778, -117.743065
163, 04, 33.435778, -117.709825
163, 05, 33.471947, -117.709825
164, 01, 33.471947, -117.743065
